lambda (nm)	A (1 drop)	A (4 drops)	A (6 drops)
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5

